	NG.16677_M53_iso_preg_placenta_lib271061_6029_8_1	NG.16677_M55_aly6g_preg_placenta_lib271064_6029_8_1	NG.16677_M56_aly6g_preg_placenta_lib280131_6085_1_1	NG.16677_M62_iso_preg_placenta_lib271062_6029_4_1	NG.16677_M63_aly6g_preg_placenta_lib280132_6085_1_1	NG.16677_M65_iso_preg_placenta_lib280130_6085_1_1	gene_name	ENSEMBL.tag
ENSMUSG00000042148	307	239	285	314	417	353	heme A:farnesyltransferase cytochrome c oxidase assembly factor 10	Cox10
ENSMUSG00000042155	26	34	45	40	25	54	kelch-like 23	Klhl23
ENSMUSG00000042156	65.002	45.999	76	67.157	84.001	88.269	DAZ interacting protein 1	Dzip1
ENSMUSG00000042157	0	0	0	0	0	0	small proline-rich protein 2I	Sprr2i
ENSMUSG00000042165	142.359	181.77	489.548	271.589	167.07	388.364	adhesion regulating molecule 1 pseudogene	Gm9774
ENSMUSG00000042167	1118.708	1199.865	1490.458	1252.5	1531.934	1855.201	terminal nucleotidyltransferase 2	Tent2
ENSMUSG00000042178	283	258	371	307	425	572	armadillo repeat containing 5	Armc5
ENSMUSG00000042179	0	1	13	0	1	12	pancreatic lipase related protein 1	Pnliprp1
ENSMUSG00000042182	239	241.384	406.335	184.965	370.999	211.001	BEN domain containing 6	Bend6
ENSMUSG00000042184	1	4	2	1	0	1	RIKEN cDNA 1700069L16 gene	1700069L16Rik
ENSMUSG00000042185	280.228	169.841	329.781	228.993	405.559	378.006	nuclear factor related to kappa B binding protein	Nfrkb
ENSMUSG00000042189	0	0	1	0	0	0	tektin 3	Tekt3
ENSMUSG00000042190	905	623.279	1400.006	790.019	1515.042	934.668	chemokine-like receptor 1	Cmklr1
ENSMUSG00000042195	420	280	420	506	931	631	solute carrier family 35, member F2	Slc35f2
ENSMUSG00000042197	584.009	472.459	764.018	593.001	995.099	882.91	zinc finger protein 451	Zfp451
ENSMUSG00000042198	147	234	259	268	179.001	306	coiled-coil-helix-coiled-coil-helix domain containing 7	Chchd7
ENSMUSG00000042200	3	1	4	5	0	7	CMT1A duplicated region transcript 4	Cdrt4
ENSMUSG00000042202	276.475	172.411	331.342	292.621	441.732	521.693	solute carrier family 35, member E2	Slc35e2
ENSMUSG00000042203	562	487	694	553	910	757	TBC1 domain family, member 22B	Tbc1d22b
ENSMUSG00000042207	1628	1335	1654.997	1292	1904	2224	lysine (K)-specific demethylase 5B	Kdm5b
ENSMUSG00000042208	575	481	866	552	935	782	RIKEN cDNA 0610010F05 gene	0610010F05Rik
ENSMUSG00000042210	89	86	106	153	100.999	203	abhydrolase domain containing 14A	Abhd14a
ENSMUSG00000042211	999	1077	1350	1005.999	1807	1612	F-box protein 38	Fbxo38
ENSMUSG00000042212	4	5	13	5	7	7	small proline-rich protein 2D	Sprr2d
ENSMUSG00000042213	103	79	154	135.001	152.001	139	zinc finger, AN1-type domain 4	Zfand4
ENSMUSG00000042215	779	973	1002.001	1034.999	1016	1670	BCL2-associated athanogene 2	Bag2
ENSMUSG00000042216	160	105.001	208.785	153.637	285.261	226.039	small G protein signaling modulator 1	Sgsm1
ENSMUSG00000042219	0	0	0	4	0	0	olfactory receptor 631	Olfr631
ENSMUSG00000042225	695	413	738.98	465	1006	786	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	Ammecr1
ENSMUSG00000042228	544	568	711	577	794	796	LYN proto-oncogene, Src family tyrosine kinase	Lyn
ENSMUSG00000042229	640	655	970	652	1021	864	RAB interacting factor	Rabif
ENSMUSG00000042240	4	7	11	8	12	6	crystallin, beta B2	Crybb2
ENSMUSG00000042243	1	1	0	0	1	0	cDNA sequence BC051665	BC051665
ENSMUSG00000042244	0	0	0	1	0	1	peptidoglycan recognition protein 3	Pglyrp3
ENSMUSG00000042246	79	21	79	57	135	119	transmembrane channel-like gene family 7	Tmc7
ENSMUSG00000042248	0	0	0	0	0	0	cytochrome P450, family 2. subfamily c, polypeptide 37	Cyp2c37
ENSMUSG00000042249	36	25	53	49	56	80	G protein-coupled receptor kinase 3	Grk3
ENSMUSG00000042250	1	1	0	5	4	3	peptidoglycan recognition protein 4	Pglyrp4
ENSMUSG00000042251	16.451	7.897	16.825	23.923	19	45.394	peptidase M20 domain containing 1	Pm20d1
ENSMUSG00000042254	1	3	0	3	4	1	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	Cilp
ENSMUSG00000042256	0	2	0	0	0	0	patched domain containing 4	Ptchd4
ENSMUSG00000042258	5	3	6	2	10	4	ISL1 transcription factor, LIM/homeodomain	Isl1
ENSMUSG00000042262	1	0	2	1	0	0	chemokine (C-C motif) receptor 8	Ccr8
ENSMUSG00000042265	8	14	22.852	12	13.624	6	triggering receptor expressed on myeloid cells 1	Trem1
ENSMUSG00000042268	4.042	4	13.01	10.052	3.016	3.002	solute carrier family 26, member 9	Slc26a9
ENSMUSG00000042269	1	1	1	3	3	0	CBY1 interacting BAR domain containing 2	Cibar2
ENSMUSG00000042271	86	61	143	111	153	164	nuclear transport factor 2-like export factor 2	Nxt2
ENSMUSG00000042272	744	500	938	601	1027.857	1093	SEC14 and spectrin domains 1	Sestd1
ENSMUSG00000042275	479.1	723.635	871.683	524.001	881.289	765.047	pelota mRNA surveillance and ribosome rescue factor	Pelo
ENSMUSG00000042279	1	0	0	0	0	1	H1.8 linker histone	H1f8
ENSMUSG00000042282	0	0	0	0	0	0	guanylate cyclase 2f	Gucy2f
ENSMUSG00000042284	1178.059	505.51	1594.596	1096.276	2348.897	1566.925	integrin alpha 1	Itga1
ENSMUSG00000042286	318.859	153.871	241.005	285.616	589.86	459.349	stabilin 1	Stab1
ENSMUSG00000042289	619.083	603.118	856.056	774.475	792.685	1576.21	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	Hsd3b7
ENSMUSG00000042292	674	546	872	637	1130	948.999	myocardin related transcription factor A	Mrtfa
ENSMUSG00000042293	129	183	239	219	166	231	predicted gene 5617	Gm5617
ENSMUSG00000042298	357.701	318.601	489.901	373.92	605.798	572.527	tetratricopeptide repeat domain 19	Ttc19
ENSMUSG00000042302	772	619	735	664	1008	909	EH domain binding protein 1	Ehbp1
ENSMUSG00000042303	459	325	581.001	399.999	553.993	694.887	small G protein signaling modulator 3	Sgsm3
ENSMUSG00000042305	1185	1143	1499	1322	1663.999	1859.805	transmembrane protein 183A	Tmem183a
ENSMUSG00000042306	106	36	37	17	18	50	S100 calcium binding protein A14	S100a14
ENSMUSG00000042308	742.576	454.151	809.299	587.371	1040.938	1018.678	SET domain containing 1A	Setd1a
ENSMUSG00000042312	587	778	1080	675	768	710	S100 calcium binding protein A13	S100a13
ENSMUSG00000042320	20.033	36	20.858	26.754	34.662	35.156	prospero homeobox 2	Prox2
ENSMUSG00000042323	1676	1159.005	1952.003	1477	2506	2499.001	polybromo 1	Pbrm1
ENSMUSG00000042328	364	273	350	357	400	770	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2	Hps4
ENSMUSG00000042331	1479.001	1208.999	1601	1297.001	2019.904	1825.987	sperm antigen with calponin homology and coiled-coil domains 1	Specc1
ENSMUSG00000042333	19.267	8.26	16.636	18.032	17.201	16.459	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	Tnfrsf14
ENSMUSG00000042340	93	86	139	103	152	145	cardiotrophin 1	Ctf1
ENSMUSG00000042345	6.514	5.146	6.351	3.138	8.101	12.808	ubiquitin associated and SH3 domain containing, A	Ubash3a
ENSMUSG00000042348	450	321	435	385	545	521	ADP-ribosylation factor-like 15	Arl15
ENSMUSG00000042349	70	61	161.001	65	115	96	inhibitor of kappaB kinase epsilon	Ikbke
ENSMUSG00000042350	555	281	568	513	840	863	apoptosis resistant E3 ubiquitin protein ligase 1	Arel1
ENSMUSG00000042351	44.006	69	64	52	66	44	GRB2-related adaptor protein 2	Grap2
ENSMUSG00000042353	1	0	0	7	0	1	Fras1 related extracellular matrix protein 3	Frem3
ENSMUSG00000042354	979.204	1265.329	1482.608	1168.052	1530.073	1612.18	guanine nucleotide binding protein-like 3 (nucleolar)	Gnl3
ENSMUSG00000042357	1933	2617	3281	1947	2576	1932	gap junction protein, beta 5	Gjb5
ENSMUSG00000042359	351.001	283	284.998	436	162	1357	oxysterol binding protein-like 6	Osbpl6
ENSMUSG00000042363	1543	1017	1717.998	1428.964	1991	2433	lectin, galactoside binding-like	Lgalsl
ENSMUSG00000042364	1032	853	1589	1200	1559	2043	sorting nexin 18	Snx18
ENSMUSG00000042367	1504	1626	2464	1370	2207	1775	gap junction protein, beta 3	Gjb3
ENSMUSG00000042369	434	534	689	466	660	684	RNA binding motif protein 45	Rbm45
ENSMUSG00000042371	6	4	8	3	8.01	9	solute carrier family 5 (sodium/glucose cotransporter), member 10	Slc5a10
ENSMUSG00000042372	30	18	20	33	2	69	doublesex and mab-3 related transcription factor 3	Dmrt3
ENSMUSG00000042377	1281	1082	1679	1366	2191.99	1739	family with sequence similarity 83, member G	Fam83g
ENSMUSG00000042379	8	13	4	8	13.004	21	endothelial cell-specific molecule 1	Esm1
ENSMUSG00000042380	688	855	1210	895	976	1004	small integral membrane protein 12	Smim12
ENSMUSG00000042385	0	0	0	0	2	2	granzyme K	Gzmk
ENSMUSG00000042386	58	45.429	73.86	34.143	30.015	14.227	testis expressed 13B	Tex13b
ENSMUSG00000042388	29	16	13	31	19	66	DLG associated protein 3	Dlgap3
ENSMUSG00000042389	125	209	160.453	184	197.226	260	tRNA splicing endonuclease subunit 2	Tsen2
ENSMUSG00000042390	1017.986	710	1202.092	804.659	1288.001	1458.103	GATA zinc finger domain containing 2B	Gatad2b
ENSMUSG00000042396	982.548	1361.985	1995.918	1564.43	1671.699	1788.048	RNA binding motif protein 7	Rbm7
ENSMUSG00000042401	27	28	45	38	54	26	cartilage acidic protein 1	Crtac1
ENSMUSG00000042404	78	68	85	53	117	89	DENN/MADD domain containing 4B	Dennd4b
ENSMUSG00000042406	3319	2609	5576	3619.999	4397	4416	activating transcription factor 4	Atf4
ENSMUSG00000042408	282.09	237.122	425.618	307.655	484.431	522.845	zinc finger, MYM-type 6	Zmym6
ENSMUSG00000042410	2101.001	1568.001	2297.999	1914	3304	3242.001	alkylglycerone phosphate synthase	Agps
ENSMUSG00000042414	26	15	37	49	17	118	PR domain containing 14	Prdm14
ENSMUSG00000042417	6	3	3	1	16	10	cyclin O	Ccno
ENSMUSG00000042419	228	281	356	225	349	338	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1	Nfkbil1
ENSMUSG00000042423	1056.636	788.102	1348.946	946.41	1687.959	1395.484	fibrosin	Fbrs
ENSMUSG00000042425	5	1	13	4	1	4	FERM and PDZ domain containing 3	Frmpd3
ENSMUSG00000042426	405	470	544	391	650	579	DEAH (Asp-Glu-Ala-His) box polypeptide 29	Dhx29
ENSMUSG00000042428	439	166	345	376	644	1285	mannoside acetylglucosaminyltransferase 3	Mgat3
ENSMUSG00000042429	85	48	180	127	206	95	adenosine A1 receptor	Adora1
ENSMUSG00000042433	12	8	15	19	20	22	dynein axonemal assembly factor 6B	Dnaaf6b
ENSMUSG00000042436	14	13	14	30	37	23	microfibrillar-associated protein 4	Mfap4
ENSMUSG00000042439	401.001	251.999	500.001	278.001	588.999	480	zinc finger protein 532	Zfp532
ENSMUSG00000042444	357	185	366.001	320	708	705	MINDY lysine 48 deubiquitinase 2	Mindy2
ENSMUSG00000042446	815	561	874	675	1288	1095	zinc finger, MYM-type 4	Zmym4
ENSMUSG00000042447	363	425	572	387	495	528	meiosis regulator for oocyte development	Mios
ENSMUSG00000042448	5	0	1	1	0	4	homeobox D1	Hoxd1
ENSMUSG00000042451	8	4	15	16	19	10	myosin binding protein H	Mybph
ENSMUSG00000042453	26.006	18	28	28.999	67.999	39	reelin	Reln
ENSMUSG00000042459	3	1	2	1	2	2	BPI fold containing family A, member 2	Bpifa2
ENSMUSG00000042460	1545	761	1996	1470	2314	2417	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	C1galt1
ENSMUSG00000042462	196	296	322	257	264	306	dCTP pyrophosphatase 1	Dctpp1
ENSMUSG00000042472	496	543.265	712.73	616.132	763.807	886.999	zinc finger protein 410	Zfp410
ENSMUSG00000042473	306.611	158	336.016	294.047	438.234	513.754	TBC1 domain family, member 8B	Tbc1d8b
ENSMUSG00000042474	6	13	1	4	11	13	Fc fragment of IgM receptor	Fcmr
ENSMUSG00000042476	20.141	11.268	17.119	25.78	7.071	34.412	ATP-binding cassette, sub-family B (MDR/TAP), member 4	Abcb4
ENSMUSG00000042477	3	0	6	1	2	4	transcription factor AP-2, epsilon	Tfap2e
ENSMUSG00000042485	601	689	1116	1301	1687	1345	musculoskeletal, embryonic nuclear protein 1	Mustn1
ENSMUSG00000042487	775	1002	1135	750	1128	1110	Leo1, Paf1/RNA polymerase II complex component	Leo1
ENSMUSG00000042489	71	65	75	102	178	132	claspin	Clspn
ENSMUSG00000042492	2679.999	2601.001	3513.001	2362	4541	3356	TBC1 domain family, member 10b	Tbc1d10b
ENSMUSG00000042496	257.023	209	288.003	244.355	336.197	265.818	PR domain containing 10	Prdm10
ENSMUSG00000042498	6	10	9	12	7	11	RPA1 related single stranded DNA binding protein, X-linked	Radx
ENSMUSG00000042499	14.842	12.235	10.938	53.336	62.864	37.375	homeobox D11	Hoxd11
ENSMUSG00000042500	90	33	78	79	132	164	argonaute RISC catalytic subunit 4	Ago4
ENSMUSG00000042501	7.921	9.587	22.117	11.569	16.269	15.938	carboxypeptidase A6	Cpa6
ENSMUSG00000042502	1148.86	1232.76	1886.926	1304.933	2006.15	1655.096	CD2 cytoplasmic tail binding protein 2	Cd2bp2
ENSMUSG00000042505	55	98	108	68	89	112	succinate dehydrogenase complex assembly factor 3	Sdhaf3
ENSMUSG00000042506	2296	1745	3068	2208	4161	3474	ubiquitin specific peptidase 22	Usp22
ENSMUSG00000042507	1028	535.999	1110	834	1706	1377.001	mitotic deacetylase associated SANT domain protein	Mideas
ENSMUSG00000042508	674	665	1003.001	750	1076.001	943.999	cyclin D binding myb-like transcription factor 1	Dmtf1
ENSMUSG00000042510	241	175	257	231.971	125	530	expressed sequence AA986860	AA986860
ENSMUSG00000042514	0	0	0	0	2	6	kelch-like 14	Klhl14
ENSMUSG00000042515	915	899	1403	879.999	1392.998	1140	PWWP domain containing 3B	Pwwp3b
ENSMUSG00000042520	2934.979	2624.121	3782.703	2827.426	4320.127	4324.302	ubiquitin-associated protein 2-like	Ubap2l
ENSMUSG00000042523	155.044	143.044	248.103	168.948	245.263	214.565	dynein, axonemal, light chain 1	Dnal1
ENSMUSG00000042524	563	245	647.001	450	853	735	Sad1 and UNC84 domain containing 2	Sun2
ENSMUSG00000042525	0	0	0	0	1	0	RIKEN cDNA 4933428M09 gene	4933428M09Rik
ENSMUSG00000042529	115	64	158	99	160	115	potassium inwardly-rectifying channel, subfamily J, member 12	Kcnj12
ENSMUSG00000042532	191	109	280	457	770	508	golgi autoantigen, golgin subfamily a, 7B	Golga7b
ENSMUSG00000042535	336	329.999	435	362	572	538	GTP binding protein 1	Gtpbp1
ENSMUSG00000042540	0	0	0	0	0	0	acyl-CoA thioesterase 5	Acot5
ENSMUSG00000042541	1076	1677	2019	1641	1644	1885	SEM1, 26S proteasome complex subunit	Sem1
ENSMUSG00000042548	692	373	573	556	848	1138	ASXL transcriptional regulator 1	Asxl1
ENSMUSG00000042554	0	0	0	0	0	0	zona pellucida 3 receptor	Zp3r
ENSMUSG00000042557	963	812	1169.001	899.999	1365	1512.001	transcriptional regulator, SIN3A (yeast)	Sin3a
ENSMUSG00000042558	592	701	770	675	735.999	1095.999	ADP-ribosylserine hydrolase	Adprs
ENSMUSG00000042564	13.005	13.167	17.086	13.056	12.371	11.917	family with sequence similarity 227, member A	Fam227a
ENSMUSG00000042567	0	1	1	4.398	1	1.427	NIMA (never in mitosis gene a)- related kinase 10	Nek10
ENSMUSG00000042569	432.238	553.298	725.823	616.657	655.421	654.641	dehydrogenase/reductase (SDR family) member 7B	Dhrs7b
ENSMUSG00000042570	413	378	588.001	423	670	577.999	MIER family member 2	Mier2
ENSMUSG00000042572	1499	1512	2081	1572	2154	2346	ubiquitin-conjugating enzyme E2Q family member 1	Ube2q1
ENSMUSG00000042581	13.149	7.099	14.107	7	10	15.989	thrombospondin, type I, domain containing 7B	Thsd7b
ENSMUSG00000042589	18	9	8.079	12	10	20	cut-like homeobox 2	Cux2
ENSMUSG00000042590	489.613	452.849	649.001	559	812.813	768.922	importin 11	Ipo11
ENSMUSG00000042594	281	194	380	271.001	471	461	SH2B adaptor protein 3	Sh2b3
ENSMUSG00000042595	160	54	127	148	238	288	family with sequence similarity 199, X-linked	Fam199x
ENSMUSG00000042596	0	0	0	0	0	0	transcription factor AP-2, delta	Tfap2d
ENSMUSG00000042599	226.867	124.006	221.463	156.149	306.032	349.447	lysine (K)-specific demethylase 7A	Kdm7a
ENSMUSG00000042604	0	0	0	0	3	0	potassium voltage-gated channel, shaker-related subfamily, member 4	Kcna4
ENSMUSG00000042605	905.999	704.188	1034.001	825.938	1364.615	1330.303	ataxin 2	Atxn2
ENSMUSG00000042606	99	123	178.001	130	215	150	HIRA interacting protein 3	Hirip3
ENSMUSG00000042607	58	124	88	125	81	129	ankyrin repeat and SOCS box-containing 4	Asb4
ENSMUSG00000042608	1046	650	1000	959	1737	1502.999	serine/threonine kinase 40	Stk40
ENSMUSG00000042613	1317.994	515	1423	992.979	2131.996	1924.017	pre B cell leukemia transcription factor interacting protein 1	Pbxip1
ENSMUSG00000042616	21.009	29.002	31.018	36.017	42.293	54.016	organic solute carrier partner 1	Oscp1
ENSMUSG00000042622	1578	1921	3040	1722	2781	2642	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)	Maff
ENSMUSG00000042625	657.959	686.416	890.486	574.707	987.665	800.988	scaffold attachment factor B2	Safb2
ENSMUSG00000042626	1645	1499	2113	2001.525	2659	3134.001	src homology 2 domain-containing transforming protein C1	Shc1
ENSMUSG00000042628	1354.408	1022.358	1572.61	1168.057	1867.179	2047.129	zinc finger, FYVE domain containing 1	Zfyve1
ENSMUSG00000042631	0	0	0	0	0	0	X-linked Kx blood group related 7	Xkr7
ENSMUSG00000042632	1057.999	899	1233	908.999	1338	1506	phospholipase A2, group VI	Pla2g6
ENSMUSG00000042638	46	45	41	118	66	208	guanylate cyclase 2c	Gucy2c
ENSMUSG00000042641	3	1	4	0	2	2	regulator of G-protein signaling like 1	Rgsl1
ENSMUSG00000042642	431	448	625.001	456.999	610	684	flavin adenine dinucleotide synthetase 1	Flad1
ENSMUSG00000042644	375	221	355	436	572	928	inositol 1,4,5-triphosphate receptor 3	Itpr3
ENSMUSG00000042647	170.833	113.855	190.52	144.892	232.305	268.731	acyl-Coenzyme A dehydrogenase family, member 12	Acad12
ENSMUSG00000042650	2068.401	1413.721	2590.462	1978.911	3258.727	3646.243	alkB homolog 5, RNA demethylase	Alkbh5
ENSMUSG00000042655	2	1	2	1	2	2	shisa like 2B	Shisal2b
ENSMUSG00000042659	2213	1618	1927	3129	2387	6651	arrestin domain containing 4	Arrdc4
ENSMUSG00000042660	251	284.001	384.001	289	370	362	WD repeat domain 55	Wdr55
ENSMUSG00000042662	0	0	0	0	0	0	dual specificity phosphatase-like 15	Dusp15
ENSMUSG00000042670	301.644	413.533	576.097	422.528	468.129	460.565	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)	Immp1l
ENSMUSG00000042671	12	6	3	9	25	16	regulator of G-protein signaling 8	Rgs8
ENSMUSG00000042672	3	3.26	3.57	3.845	5.538	7.526	DC-STAMP domain containing 1	Dcst1
ENSMUSG00000042675	899.999	1051.001	1568	1123	1317.999	1586.001	yippee like 3	Ypel3
ENSMUSG00000042677	28.001	29	62.775	46.784	71.231	46.531	zinc finger CCCH type containing 12A	Zc3h12a
ENSMUSG00000042678	8	1	4	3	1	10	myosin XV	Myo15
ENSMUSG00000042680	97	68	71	87	86	255	GRB2 associated regulator of MAPK1 subtype 1	Garem1
ENSMUSG00000042682	2070.463	2865.443	3316.164	2643.601	2487.327	2624.069	selenoprotein K	Selenok
ENSMUSG00000042684	1585	1890	1419	1804	316.721	5613	N-acetylneuraminate pyruvate lyase	Npl
ENSMUSG00000042686	12	4	6	14	20	29	junctophilin 1	Jph1
ENSMUSG00000042688	1908.651	1295.547	2268.114	1689.719	2719.159	2656.64	mitogen-activated protein kinase 6	Mapk6
ENSMUSG00000042694	383	404.14	438.001	363.918	543	571.771	STN1, CST complex subunit	Stn1
ENSMUSG00000042699	1870.475	1606.007	2285.459	1785.353	2862.103	3217.785	DEAH (Asp-Glu-Ala-His) box polypeptide 9	Dhx9
ENSMUSG00000042700	1132	1050	1569	1278	2298.001	1485.999	signal-induced proliferation-associated 1 like 1	Sipa1l1
ENSMUSG00000042705	555.999	723	781.995	617.999	703	817.067	COMM domain containing 10	Commd10
ENSMUSG00000042707	1	1	0	2	1	1	dynein, axonemal, light intermediate polypeptide 1	Dnali1
ENSMUSG00000042708	3	3	0	0	0	5	Shc SH2-domain binding protein 1-like	Shcbp1l
ENSMUSG00000042709	327.165	436.561	440.777	400.816	389.894	543.655	ATP synthase mitochondrial F1 complex assembly factor 2	Atpaf2
ENSMUSG00000042712	5056	7272	8065	7183	5913	10330	transcription elongation factor A like 9	Tceal9
ENSMUSG00000042717	0	0	0	0	0	0	protein phosphatase 1, regulatory subunit 3A	Ppp1r3a
ENSMUSG00000042719	580.459	457.001	704.659	627.051	1003.554	949.023	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	Naa25
ENSMUSG00000042724	74	69	52	68	64	160	mitogen-activated protein kinase kinase kinase 9	Map3k9
ENSMUSG00000042726	643	596	956.001	651	973	918.001	TRAF type zinc finger domain containing 1	Trafd1
ENSMUSG00000042729	344	474.001	515	387.999	455	457.001	WD repeat domain 74	Wdr74
ENSMUSG00000042734	26	20	35	64	93	54	tetratricopeptide repeat domain 9	Ttc9
ENSMUSG00000042737	227.999	371	447	439	347.001	412.999	dolichyl-phosphate mannosyltransferase polypeptide 3	Dpm3
ENSMUSG00000042742	456.638	543.985	621.501	550.587	626.403	930.494	base methyltransferase of 25S rRNA 2	Bmt2
ENSMUSG00000042743	52	38	75	56	87	83	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	Sgtb
ENSMUSG00000042744	566	273	467	385	779.001	698.001	HECT domain E3 ubiquitin protein ligase 4	Hectd4
ENSMUSG00000042745	144	251	226	190	171	267	inhibitor of DNA binding 1, HLH protein	Id1
ENSMUSG00000042747	1465	1751	2491	1932	2181.001	2033.999	keratinocyte associated protein 2	Krtcap2
ENSMUSG00000042750	1042.371	1328.805	729.854	1801.837	103.247	4355.4	brain expressed X-linked 2	Bex2
ENSMUSG00000042751	182.004	226	351.003	225	389.009	244.011	nicotinamide nucleotide adenylyltransferase 2	Nmnat2
ENSMUSG00000042757	2351.001	1284.999	2996	1472.999	2604	1865	transmembrane protein 108	Tmem108
ENSMUSG00000042759	2024.001	1597	3004	1567	2844.001	2409	apolipoprotein B receptor	Apobr
ENSMUSG00000042761	0	0	0	0	0	0	melanocortin 2 receptor accessory protein 2	Mrap2
ENSMUSG00000042763	0	0	1	4	1	3	mannosidase, endo-alpha-like	Maneal
ENSMUSG00000042766	55	36	85	91.001	91	138.999	tripartite motif-containing 46	Trim46
ENSMUSG00000042770	1066	1375	1182	1494.02	868.007	2461	heme binding protein 1	Hebp1
ENSMUSG00000042772	997.001	618	1090	833	1540.001	1352	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	Smg7
ENSMUSG00000042774	0	0	0	0	0	0	olfactory receptor 1353	Olfr1353
